user_id,item_id,rating,timestamp,user_id_enc,item_id_enc
AERDWB3S3UAOCL7U6AOM333ALCSA,B001D8Q5MA,4.0,1210912789000,571,5
AERDWB3S3UAOCL7U6AOM333ALCSA,B000UW21A0,4.0,1210913307000,571,3
AERDWB3S3UAOCL7U6AOM333ALCSA,B07YBX5FVF,5.0,1210913863000,571,221
AERDWB3S3UAOCL7U6AOM333ALCSA,B001ELJE88,2.0,1210914554000,571,8
AEQMTSUIXROT5EZWDH4PU43RZ6GQ,B07YBX5FVF,5.0,1211231593000,548,221
AE6XIJ662ZIDML7BIWA2IMXXDUFA,B001D8Q5MA,5.0,1211373651000,97,5
AGVZ2UQJKB3QR4OIWDRHHLOZOMZA,B001EYUQ8C,4.0,1211569562000,2106,10
AGVZ2UQJKB3QR4OIWDRHHLOZOMZA,B001EYUQTQ,4.0,1211571280000,2106,13
AGVZ2UQJKB3QR4OIWDRHHLOZOMZA,B001D8Q5MA,3.0,1211573976000,2106,5
AHP2ONSDKKOKFEOGQPJ72NYQ7UIQ,B001EYUQTQ,5.0,1211575997000,2725,13
AGPTHTWQIFVAZLBJAQIKZMRHA7BA,B001D8Q5MA,3.0,1211579348000,1971,5
AGPTHTWQIFVAZLBJAQIKZMRHA7BA,B001D8Q5MA,3.0,1211579587000,1971,5
AGBN24FMXD7ZLKGDTN353GXIQYAA,B001D8Q5MA,3.0,1212251953000,1646,5
AH2NRQKZQYGKAKHRSP5YM2E7Y6EQ,B001EYUQTQ,4.0,1212372387000,2225,13
AHIFUW2UV6QEKWFN4X45VYLCZWAA,B000UW21A0,5.0,1212687342000,2573,3
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B000FQ2D5E,5.0,1213344805000,1307,0
AGOGNP43RCNDGF6DZVYZR3FXV46A,B001D8Q5MA,4.0,1213387389000,1943,5
AGKCZ4A6AS25M25EDHHJ2BSLSTJQ,B000FQ2D5E,5.0,1213416065000,1857,0
AFMHPU7AWHOUTGKN7CSN4PGMMROQ,B000FQ2D5E,5.0,1213569783000,1177,0
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B000FQ2D5E,5.0,1213581335000,2601,0
AEFJNOB2BIMMXHVX6GH3XUA6DONA,B000FQ2D5E,5.0,1213625581000,259,0
AE7UTZRFZD6YQGAEXKC7B5S4YMIA,B000FQ2D5E,5.0,1213661614000,121,0
AED7Y4FAIQCIYYVDJ6WIW2XTP4YA,B000FQ2D5E,5.0,1213848326000,202,0
AGCMYZYPZGI4HUZGYCRHGR2QPYRA,B000FQ2D5E,5.0,1213885616000,1676,0
AHI46OBK7ZZSHWXGPH6QORUSF6KA,B000FQ2D5E,5.0,1213889084000,2565,0
AED7Y4FAIQCIYYVDJ6WIW2XTP4YA,B000UW21A0,5.0,1213903677000,202,3
AED7Y4FAIQCIYYVDJ6WIW2XTP4YA,B0015AARJI,5.0,1213904921000,202,4
AG2TF63RHO4MXDAPWVLF2IEWHKVQ,B000UW21A0,4.0,1214252755000,1478,3
AFOC37V6W74OAJNNE6LENPB65INA,B000FQ2D5E,4.0,1215054825000,1206,0
AH3YSTNDPNWRIUMKQHNKPEDLYF3Q,B000FQ2D5E,5.0,1215534443000,2248,0
AEDZDDJ72FW2KTJ6PRY3HXOZQPSQ,B000FQ2D5E,3.0,1215706211000,222,0
AHJZIYXLYUCQZ66FXANFLRWDWZ5Q,B000UW21A0,5.0,1216142403000,2610,3
AHJZIYXLYUCQZ66FXANFLRWDWZ5Q,B07YBX5FVF,4.0,1216142875000,2610,221
AHJZIYXLYUCQZ66FXANFLRWDWZ5Q,B001EYUQTQ,5.0,1216734683000,2610,13
AHJZIYXLYUCQZ66FXANFLRWDWZ5Q,B001D8Q5MA,3.0,1217005198000,2610,5
AGIFOAYTVKYCYEV55P43F25AZP6A,B000FQ2D5E,4.0,1217016592000,1816,0
AHASI5YMJXXINTYKBGRHH6TYJF3Q,B001EYUQ8C,5.0,1217018929000,2378,10
AHIFUW2UV6QEKWFN4X45VYLCZWAA,B000FQ2D5E,5.0,1217194713000,2573,0
AEPBOYIEQHE4QFXS5MPNAQ7YY5MA,B000FQ2D5E,5.0,1217391153000,509,0
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B000UW21A0,5.0,1217474088000,1138,3
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B000FQ2D5E,5.0,1217636152000,1138,0
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUQTQ,5.0,1217637316000,1138,13
AG3Y2S26XLW2ZZ6AZ324H7FSAYMA,B001EYUQ8C,5.0,1217893959000,1501,10
AG3Y2S26XLW2ZZ6AZ324H7FSAYMA,B001D8Q5MA,5.0,1217896376000,1501,5
AFFMT53Q3STCYQNANS4QCP7VEE5Q,B000FQ2D5E,5.0,1218779195000,1014,0
AHAZ5MG2WC3FR6M4IHDNJRMCYYHA,B001EYUQTQ,4.0,1218822373000,2386,13
AEJRFRQLHDUKFJEO5UBR42G2MARQ,B001D8Q5MA,5.0,1218985941000,377,5
AE77RCR5WZQC5WJJMMKMXIPLG6OA,B000FQ2D5E,5.0,1219767598000,103,0
AEASYORPAOBIS5ZSXI6ATKDQFUFA,B000FQ2D5E,5.0,1220118367000,144,0
AE2MVXG6535JPWVNELHKUI3JB4SA,B001EYUQ8C,5.0,1220631842000,13,10
AE2MVXG6535JPWVNELHKUI3JB4SA,B001EYUQ8C,5.0,1220631911000,13,10
AGOGNP43RCNDGF6DZVYZR3FXV46A,B07YBX5FVF,4.0,1221494997000,1943,221
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001DLVIFQ,4.0,1221589061000,2601,6
AEI7VKLXNZFOWBTYLCZCRXLZVGEA,B001EYUQ8C,1.0,1221766674000,341,10
AGOGNP43RCNDGF6DZVYZR3FXV46A,B001DLVIFQ,4.0,1222122239000,1943,6
AEYSJZB6V2XGE7EH4YTAPXWX7PLQ,B001DLVIFQ,5.0,1222149585000,715,6
AEYSJZB6V2XGE7EH4YTAPXWX7PLQ,B001DLVIFQ,5.0,1222149585000,715,6
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001D8Q5MA,4.0,1222240587000,1138,5
AGDUBL63UP7326SL24U3SURUIJBA,B001DLVIFQ,2.0,1222372458000,1708,6
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001DLVIFQ,4.0,1222476553000,2601,6
AG2TF63RHO4MXDAPWVLF2IEWHKVQ,B001DLVIFQ,2.0,1222664434000,1478,6
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001DLVIFQ,4.0,1222930191000,1138,6
AFMHPU7AWHOUTGKN7CSN4PGMMROQ,B001DLVIFQ,4.0,1222968496000,1177,6
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001DLVIFQ,3.0,1223042864000,2601,6
AGXT2BAAPQFAHEQ6O7INAARUQQTQ,B001DLVIFQ,4.0,1223112032000,2156,6
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001DLVIFQ,3.0,1223387496000,2601,6
AGOCDOHF3BS727GRRGKRJ4ASPU3Q,B001DLVIFQ,4.0,1223567039000,1940,6
AEKZ3OFY2YH6QEF27HF6JY3X35FQ,B001DLVIFQ,2.0,1223861186000,405,6
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001DLVIFQ,2.0,1223862043000,2601,6
AFITYQFGPOG66COXYGT3YESRCJ2Q,B001DLVIFQ,3.0,1224068991000,1085,6
AHJZIYXLYUCQZ66FXANFLRWDWZ5Q,B000FQ2D5E,3.0,1224093335000,2610,0
AFQAOPC42TXVNIGX5S5ZLH4BLSYQ,B001EYUPHO,5.0,1224105179000,1258,9
AHGUQFV5IRSUJWJGZ2MDBO5VUQCQ,B001DLVIFQ,4.0,1224110819000,2529,6
AEHOFUNZP6VT74RUDDCJ2VVIT56A,B07YBX5FVF,5.0,1224262409000,324,221
AEDZDDJ72FW2KTJ6PRY3HXOZQPSQ,B001EYUPHO,4.0,1224354125000,222,9
AE6XIJ662ZIDML7BIWA2IMXXDUFA,B001DLVIFQ,3.0,1224434792000,97,6
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUPHO,5.0,1224476410000,1138,9
AGKOL2ISXEZE6EIPP5VIINFIHGLQ,B001EYUPHO,1.0,1224543244000,1864,9
AEPBOYIEQHE4QFXS5MPNAQ7YY5MA,B001EYUQ8C,4.0,1224645344000,509,10
AFMHPU7AWHOUTGKN7CSN4PGMMROQ,B001EYUPHO,5.0,1224648344000,1177,9
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUQ8C,5.0,1224654023000,1138,10
AE6G247MWULSLVDSLPJHRLEE7GYQ,B001DLVIFQ,3.0,1224686773000,85,6
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001DLVIFQ,3.0,1224792752000,2601,6
AHBTWMXLGHE7HQKVQT6FJPLR6F5Q,B001EYUPHO,3.0,1224836434000,2408,9
AE2MVXG6535JPWVNELHKUI3JB4SA,B001EYUPHO,5.0,1224854877000,13,9
AE2MVXG6535JPWVNELHKUI3JB4SA,B001EYUPHO,5.0,1224855031000,13,9
AGK4EJZJQRXMP5HB346ED7KJDZVA,B000FQ2D5E,5.0,1225002167000,1853,0
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B07YBX5FVF,3.0,1225060795000,1138,221
AHCE4BQTWREJACZWGS7Z2XBNLIPQ,B001DLVIFQ,2.0,1225080839000,2422,6
AG4KE3BP2WRJLZMN4GR2QGDPEOFA,B001DLVIFQ,5.0,1225115687000,1520,6
AGHLV2OJPQY5RQRA5VKEK5ZWA2KA,B000FQ2D5E,5.0,1225224016000,1802,0
AGXT2BAAPQFAHEQ6O7INAARUQQTQ,B001EYUPHO,5.0,1225349311000,2156,9
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001EYUPHO,5.0,1225652874000,2601,9
AGPTHTWQIFVAZLBJAQIKZMRHA7BA,B001EYUPHO,5.0,1225876445000,1971,9
AGPTHTWQIFVAZLBJAQIKZMRHA7BA,B001EYUQVE,2.0,1226429333000,1971,14
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUQVE,4.0,1226965434000,1138,14
AH7XO376URXXCSK332KEPQOX4CKA,B001EYUPHO,4.0,1227223868000,2358,9
AE7UTZRFZD6YQGAEXKC7B5S4YMIA,B001ELJE88,4.0,1227422930000,121,8
AEURBISVS35ALE7YQLR5L4K7AHCA,B001ELJE88,5.0,1227555362000,632,8
AFMHPU7AWHOUTGKN7CSN4PGMMROQ,B001EYUQVE,5.0,1227586930000,1177,14
AEHOFUNZP6VT74RUDDCJ2VVIT56A,B07YBX5FVF,5.0,1228149757000,324,221
AFQGUCLMFCALV2ND2T2NWBU7Q7MQ,B0015AARJI,5.0,1228159510000,1261,4
AEI7VKLXNZFOWBTYLCZCRXLZVGEA,B001D8Q5MA,1.0,1228241327000,341,5
AGPTHTWQIFVAZLBJAQIKZMRHA7BA,B001D8Q5MA,3.0,1228264118000,1971,5
AH735T45NK32DDT7PF3CRQQ4F5BQ,B001D8Q5MA,1.0,1228396900000,2329,5
AGKOL2ISXEZE6EIPP5VIINFIHGLQ,B001D8Q5MA,2.0,1228418838000,1864,5
AHIFUW2UV6QEKWFN4X45VYLCZWAA,B001EYUQ8C,5.0,1228512195000,2573,10
AEDL376NTSFZ7FWH4XSGGVFG2Z3A,B001EYUQVE,4.0,1228666714000,212,14
AFHABEBOYL3CL2F4WQVJF6IL65WQ,B000FQ2D5E,5.0,1228795302000,1052,0
AHP2ONSDKKOKFEOGQPJ72NYQ7UIQ,B001EYUPHO,5.0,1228832616000,2725,9
AGFSNYGS5FKRQKPYQOFLZGJFSVAQ,B001D8Q5MA,1.0,1229329756000,1749,5
AER23RSRTBEQBQYOIUDTNOYAHXXQ,B000OYMYZQ,5.0,1229858347000,563,2
AFII27BC4YGZDC4LD77P3JCCRUYQ,B001EYUPHO,4.0,1230153204000,1076,9
AFQQ4INTS4J67TW2R3SGEHBRL2YQ,B001D8Q5MA,3.0,1230397692000,1271,5
AGKCZ4A6AS25M25EDHHJ2BSLSTJQ,B001EYUQVE,5.0,1230628727000,1857,14
AGBN24FMXD7ZLKGDTN353GXIQYAA,B001EYUQVE,3.0,1230787910000,1646,14
AGJREA6HUQ24HW2UPRZEWMB64TAA,B001EYUPHO,5.0,1230854175000,1847,9
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001EYUQVE,2.0,1230908181000,2601,14
AHAWNLSQIYOWNS5WDJRRK634WEUA,B001EYUQVE,4.0,1231082907000,2383,14
AFQGUCLMFCALV2ND2T2NWBU7Q7MQ,B001EYUQVE,4.0,1231118713000,1261,14
AH7QECKUBZCB64H5BR6EPGEULIBA,B001EYUQVE,3.0,1231679744000,2351,14
AFMCOBLB7E4QJORS7ERSCTQFVF7Q,B001EYUQ8C,5.0,1231932388000,1172,10
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001ELJE88,4.0,1231999134000,1138,8
AGK7Q25X56KHVVWCVZCVUAUAGXZQ,B001EYUPHO,5.0,1232299068000,1854,9
AGZ3JOFIVMAISDZ3Y325RNVQNXHQ,B001D8Q5MA,1.0,1232403061000,2194,5
AFDRAUB7SXQJONYOP3GDLI23TTVQ,B001EYUQVE,5.0,1232559998000,967,14
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUQVE,4.0,1232868189000,1138,14
AHIFUW2UV6QEKWFN4X45VYLCZWAA,B0015AARJI,5.0,1233330616000,2573,4
AHIFUW2UV6QEKWFN4X45VYLCZWAA,B001EYUQVE,5.0,1233591586000,2573,14
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUQ8C,5.0,1234053724000,1138,10
AEEATBN5EQ44LM65IAU6S4GSBWHA,B0015AARJI,5.0,1234302857000,230,4
AGVZ2UQJKB3QR4OIWDRHHLOZOMZA,B001ELJE88,4.0,1234406635000,2106,8
AGVZ2UQJKB3QR4OIWDRHHLOZOMZA,B001DLVIFQ,4.0,1234408640000,2106,6
AHFIYRJDWSFUKQVN4LX6PD6IHRDA,B0015AARJI,5.0,1234451668000,2504,4
AGJREA6HUQ24HW2UPRZEWMB64TAA,B001EYUQVE,4.0,1234676844000,1847,14
AEFJNOB2BIMMXHVX6GH3XUA6DONA,B001EYUQVE,4.0,1234969176000,259,14
AG4KE3BP2WRJLZMN4GR2QGDPEOFA,B000OYMYZQ,5.0,1235485857000,1520,2
AESWLBCYC2SDO3S5OEYKQ3DFLG2A,B001EYUQVE,4.0,1235839140000,603,14
AEHOFUNZP6VT74RUDDCJ2VVIT56A,B0015AARJI,5.0,1235881626000,324,4
AHMS4GPD7DZYORA3OFEUYQRHFDEA,B001ELJE88,5.0,1236789418000,2677,8
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B001E8WQKY,1.0,1236964583000,1307,7
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B001D8Q5MA,5.0,1237021783000,1307,5
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B000UW21A0,5.0,1237023180000,1307,3
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B001EYUQVE,5.0,1237026276000,1307,14
AHTKJOMMBZ2KAYQDW4U3USOTX3RA,B001E8WQKY,4.0,1237059819000,2812,7
AEJH3SYBWETZTZMWJSILGGAPMFOQ,B001E8WQKY,5.0,1237062468000,368,7
AE6G247MWULSLVDSLPJHRLEE7GYQ,B000FQ2D5E,5.0,1237077912000,85,0
AE6G247MWULSLVDSLPJHRLEE7GYQ,B001EYUQVE,4.0,1237078698000,85,14
AE6G247MWULSLVDSLPJHRLEE7GYQ,B001E8WQKY,5.0,1237086709000,85,7
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B0015AARJI,5.0,1237185359000,1307,4
AFSAAXHQPCKYCQW66WNUAVYCGLDQ,B001EYUQ8C,4.0,1237185573000,1307,10
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001E8WQKY,5.0,1237264895000,1138,7
AHIFUW2UV6QEKWFN4X45VYLCZWAA,B001E8WQKY,4.0,1237302897000,2573,7
AHP2ONSDKKOKFEOGQPJ72NYQ7UIQ,B001E8WQKY,5.0,1237305897000,2725,7
AHAWNLSQIYOWNS5WDJRRK634WEUA,B0015AARJI,5.0,1237741105000,2383,4
AE2MVXG6535JPWVNELHKUI3JB4SA,B001E8WQKY,4.0,1237926646000,13,7
AE2MVXG6535JPWVNELHKUI3JB4SA,B001E8WQKY,4.0,1237927149000,13,7
AE2MVXG6535JPWVNELHKUI3JB4SA,B001E8WQKY,4.0,1237927332000,13,7
AHJESARRAM4RK4MHNJ4EVDZGETYQ,B001E8WQKY,4.0,1238093168000,2590,7
AHJRJCJMK3XVV4BSPBRAHIYEODWA,B001E8WQKY,4.0,1238451290000,2601,7
AHAWNLSQIYOWNS5WDJRRK634WEUA,B001EYUQ8C,5.0,1238469126000,2383,10
AELH633VV4DUZPRI7XHLFISZMYFQ,B001E8WQKY,3.0,1238548721000,416,7
AGKOL2ISXEZE6EIPP5VIINFIHGLQ,B001EYUQTQ,5.0,1238661771000,1864,13
AHI46OBK7ZZSHWXGPH6QORUSF6KA,B001E8WQKY,4.0,1238876536000,2565,7
AFGDOWXYBXW46W56NEVSOPWFKLWA,B001E8WQKY,5.0,1238947987000,1037,7
AE77RCR5WZQC5WJJMMKMXIPLG6OA,B001E8WQKY,3.0,1239024316000,103,7
AE77RCR5WZQC5WJJMMKMXIPLG6OA,B001EYUPHO,5.0,1239102746000,103,9
AGOGNP43RCNDGF6DZVYZR3FXV46A,B001E8WQKY,4.0,1239141530000,1943,7
AHJQON5KBP2ZSY624EH4YGCHO2JQ,B001E8WQKY,5.0,1239200807000,2600,7
AEPBOYIEQHE4QFXS5MPNAQ7YY5MA,B001E8WQKY,3.0,1239205833000,509,7
AFL2R6GJV4EBL4MEYY5QNV4RLWGQ,B001EYUPHO,5.0,1239351868000,1138,9
AEQMTSUIXROT5EZWDH4PU43RZ6GQ,B001E8WQKY,3.0,1239468875000,548,7
AGOUFJTRG4Z4MSDCCOPSDSPPI5AA,B001D8Q5MA,5.0,1241359899000,1950,5
AGXT2BAAPQFAHEQ6O7INAARUQQTQ,B001E8WQKY,5.0,1241859560000,2156,7
AHASI5YMJXXINTYKBGRHH6TYJF3Q,B001E8WQKY,5.0,1242154708000,2378,7
AGOUFJTRG4Z4MSDCCOPSDSPPI5AA,B001EYUQTQ,5.0,1242252296000,1950,13
AGOUFJTRG4Z4MSDCCOPSDSPPI5AA,B07YBX5FVF,5.0,1242252681000,1950,221
AHZUR65AQ7QWJ5BFBZFHBJIYSRPQ,B001D8Q5MA,5.0,1242403519000,2960,5
AHZUR65AQ7QWJ5BFBZFHBJIYSRPQ,B001DLVIFQ,4.0,1242430605000,2960,6
AGQGE7G3FOZ5F554SKC4R7HP2L6A,B0015AARJI,3.0,1242835297000,1986,4
AHI46OBK7ZZSHWXGPH6QORUSF6KA,B001EYUQ8C,5.0,1243225680000,2565,10
AFMCOBLB7E4QJORS7ERSCTQFVF7Q,B001EYUQVE,5.0,1243473798000,1172,14
AG3Y2S26XLW2ZZ6AZ324H7FSAYMA,B001EYUPHO,5.0,1244003218000,1501,9
AGHLV2OJPQY5RQRA5VKEK5ZWA2KA,B000UW21A0,5.0,1244046902000,1802,3
AEI7VKLXNZFOWBTYLCZCRXLZVGEA,B001EYUQVE,3.0,1244910082000,341,14
AGOGNP43RCNDGF6DZVYZR3FXV46A,B000UW21A0,5.0,1245572558000,1943,3
AHINUR4KOW4CAJPOZDDWPKFRYRXA,B001EYUQVE,4.0,1245902923000,2577,14
AEEATBN5EQ44LM65IAU6S4GSBWHA,B001EYUQVE,3.0,1247284426000,230,14
AEI7VKLXNZFOWBTYLCZCRXLZVGEA,B001D8Q5MA,3.0,1248103406000,341,5
AEHOI63K7UV6MKIBJS4SXQYK6GNA,B001ELJE88,2.0,1248200771000,325,8
AEHOFUNZP6VT74RUDDCJ2VVIT56A,B001EYUQTQ,5.0,1248805505000,324,13
AEDZDDJ72FW2KTJ6PRY3HXOZQPSQ,B001D8Q5MA,2.0,1248806512000,222,5
AE3MR2EVAQWHB7PZCHM2NMMVQBAQ,B000UW21A0,5.0,1249237999000,36,3
AFX7Z24Y3YXX2Z52YPIIPT4VZV3A,B001E8WQKY,4.0,1249507090000,1411,7
AEEATBN5EQ44LM65IAU6S4GSBWHA,B001EYUQTQ,5.0,1250097881000,230,13
AF5L2AFOBQBZLXC5ZIE4MS37DWDQ,B000FQ2D5E,5.0,1250442375000,817,0
